feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,feature_23,feature_24,target
-1.534232356431783,-2.4362811240211424,-3.7386844595412043,-1.3554940941027962,3.202057131717555,-2.1527675304385157,-1.5192051532259372,-5.578708520188954,-0.8666472183558935,-0.7564067573334741,0.5021948160687721,0.8213940793474548,-0.5092845216894498,0.7152662548553255,-0.2172582914838584,-6.709420831813553,-0.12562456387641577,3.72343974503218,-7.250470085775866,2.6466003961244184,-3.059227943327257,1
1.7357776680324912,4.0001699739631125,-1.6697360966069419,-1.4005039941732347,-1.213659264666301,1.077850428301255,-0.28227584213593565,0.2491101114529964,2.6279297507242436,-1.6351979934965433,0.6978291810667453,-2.129938856381385,-0.8299669564685511,1.1709526770605763,-0.23692596719407039,5.231050133079268,-0.915347981566488,-7.715682087085722,-0.5458427016197294,-2.048299671163194,1.7530938254060373,1
-0.7300540538121616,-1.7819614969410025,0.43924926164446043,1.971456205334679,0.19751078158454138,-0.11023989652507782,0.4767307299628991,-0.9597956380032007,-1.614163271613418,0.5649727371606033,-0.004710371392501633,0.09539019457159012,0.18347635709421406,-0.573266567500646,1.0422540491660184,-2.6170918095864737,-0.5686950960499121,3.213445471766654,-0.338733335937607,3.7588142095498314,-0.0007181169823609612,1
1.0083045679603408,1.578816732738295,0.5261740244511134,-0.8887227742573687,0.6091088044235959,-0.08333312751496225,-0.3470696862500223,0.5975952754136131,0.041255226857073335,-1.24357870725012,1.326566901797808,-0.29235281471998076,0.18848421240372987,0.3711193457861516,-0.9317099186976094,2.130902199090305,-0.3238911966280341,-2.3041770313664687,-1.0256922732849498,-0.6897187108885481,0.8010397183623321,1
1.4183556483064481,-4.064432658903157,-3.3309189862290847,10.826746193468853,0.9708267133791048,-2.331542513967389,-0.39261113162028805,3.2925920484054303,0.8624274120408625,-0.5188951249820716,-0.9581513219831089,-0.9600569201844652,-0.23192810596536734,-0.21346402889252641,-0.7470884852318052,1.7725607190495942,-1.1909689240604098,6.056880228513107,7.951465938339862,0.5783168095265245,-1.1029986385159096,1
-0.8608652463917703,-3.020202466163667,-2.7133651821123634,8.735581523942473,0.41045067954979464,-1.0906802769754471,0.09571547132230518,0.06993385756416959,-0.9225168358339605,-3.5020419386527286,0.8712039599191032,0.486172468825323,-0.09614959557362768,1.8446472658634825,-0.6999449426750987,0.5441624026935901,-0.8861722191275416,4.790058873820432,3.339357743481899,7.420416158917743,1.3048563843448064,1
-1.928091176143625,1.5519897400550307,0.748086237685723,-3.6181489641042086,3.3046765772240585,-2.162934236722389,0.4059041311510598,-3.2503816596812376,3.399483591590902,-1.4866183584951806,0.10622333762147582,1.7562807654770205,1.825513395636209,0.2596210206909685,1.5263128380654785,-4.702400395644654,0.134066102218562,-1.7060017957950255,-1.1690594328846449,1.701523911128009,-0.9062095416434754,1
1.0965643984477507,-0.0852485424218999,-1.8901578415792748,3.7655915555972728,2.5619050662744076,0.20022836193915078,-1.2069648752474729,1.3267468311240935,0.9048483813300661,-0.8977666805635616,1.2688207568458556,-0.8733575406114555,-0.4546227203496938,-1.1635882234787855,-0.6467094707258778,3.6102210348998134,0.4642868273439645,0.050000322349238235,1.0964953170653764,1.2364054916419023,0.28959287701833,1
-1.6670738763286015,2.392860254833915,0.5617812574618766,-4.458250825408607,0.7796268923402975,-1.256326857782633,-0.9457120946047077,-1.402515945111868,1.1683863042723726,-0.17736965816780487,0.8126384701120208,-0.7753459911667643,-0.09117369963700243,0.0562471983797056,-0.8753312476615538,-1.0724225078306677,0.20988847166795402,-4.1489554412091465,-3.614863343408529,-3.2576350436145867,0.3624464840609264,1
0.5086442007778617,-2.086245021682102,-4.616261611423576,8.702795308579194,-1.5062991069295395,-2.933949367362499,-0.8125360477486475,1.6576594014536932,-1.001579261877872,-1.170797024666563,0.11394593514421891,-0.4831784861759667,-1.4424743889845433,-0.3353237105220621,1.3386520001335376,-2.1587157443416323,0.122176227087482,9.144044191819928,5.603581856348895,-0.09007069833659304,-2.13414750635758,1
-0.023153873770476,-0.7846429682539601,-0.8523860384052262,-1.6785699191329895,-0.7120253202881678,3.964228427282914,0.5715871000631904,-0.7682000660197256,-0.026305498712903972,-0.05673686070212863,0.029567476259327402,0.011546430389825774,-0.12054876310140719,-0.47986930479627654,-1.0085678514888816,2.5736225595072133,0.7858846771266315,0.22804649818018408,-2.486563090256637,1.5096736474860661,-0.08867186406955449,1
-0.8861574539502775,-1.2103516136113837,-1.66149364657363,1.2073135312986718,1.432914216797593,-0.6509753725336439,0.863789836130059,-0.6616653119741513,-1.727285483049247,1.503411026467557,0.30082601420222865,0.8555251143031815,-0.13574064783027262,0.8794545025513014,-0.03269032813466222,-1.5142175217536233,-0.5082881293672724,2.7770975350956877,-3.3948246354997695,0.38148838780208505,0.4511160688728157,1
1.871521092657832,2.2173297941983345,1.4159114829809551,-1.3237266711918105,1.850829776220664,1.6510928728994367,0.3050351696602501,3.115385415878764,-0.4498139305534562,-1.442747159839048,-0.4309271901640324,-2.0184385857227487,-0.4069643174522813,-0.08615838678621368,0.14043190635866487,7.1501444211202845,0.036338397701876746,-4.117822478095049,-0.5774029784080057,-1.3243938634137284,1.3033708564521564,1
-0.33773051122524267,1.9923170710458051,-1.5142290132471712,1.5072761788201383,0.508139322957409,-0.6279431757622781,-0.7407385208898604,1.4211990440681928,1.6239002738768578,-2.51915674035019,-1.6388125146128407,-0.18901135738098984,0.29335898508021224,0.022919807409017112,-2.3052624408835527,2.2489520827435308,-0.04807555902497119,0.3584833082929857,2.5688103117468764,-0.6466707743822909,-0.8197114882491227,1
-2.9884538936058753,-0.6070543560812737,-3.3614694540439247,-2.2660767232567105,0.8891608708601343,-2.7938945813365765,-1.1463602636758996,-3.8845856735607316,2.10214136546322,-1.2327479037966647,-0.3734891986980885,0.6836443343673059,0.46604495250977684,-0.12643700383605827,-1.6771634031295664,-5.66809207266823,-0.030745674889821523,-2.1417019662975143,-3.3544987558965205,-3.015302721778813,-2.0127222432025094,1
-1.2349816587322087,1.3029285789262297,-0.7027724181289072,-2.3641584136079272,0.03114659574076306,0.008241237594025064,1.7517765555408846,-0.942665951360667,1.5181988359882208,0.33507276802172525,0.6470118812002488,-0.8318016078793077,-0.3235297154824671,-1.7019522038187147,0.398281191788219,-0.2549636588446398,0.3199786444903363,-2.209900116054628,-1.8782702603801518,-2.1992266992398757,-0.13075016477473334,1
-1.0280870297678066,0.5743132946017029,-1.2752164197339857,-1.9328540069469455,3.3636358443396106,-1.7083471818030207,-0.826863046161473,-1.4015027409601237,0.13193889026381442,-0.5485203504537678,0.26823961625421944,0.49633859798751656,-1.2259804492491206,-0.7456719592861714,1.3738241888814087,-1.5623275484031383,1.2306748852150233,-0.32732381585426207,-4.346610499752601,-1.584650828531831,-1.2877862639644901,1
-0.08796325283410061,2.518277491792965,0.22211073378407215,-1.8709091003426717,1.3549708264958742,-0.3113472982015378,1.364356343869781,0.5678180769367451,0.6134933210695788,0.18848955875902607,-0.49935993733724415,0.06309434833591032,0.5836511003961424,-0.9662769243912426,0.9338420957734948,1.7544787819133838,-0.4424582245498552,-3.7093181123565317,-1.9780888500800358,-2.364116305158515,0.7331824449218826,1
-1.6678807777223008,-0.04206779650644743,-2.6891121893092653,1.2451952656609189,3.003114956485628,-4.9093149678178,2.0084672295190233,-3.692837766609332,1.6626079872365709,-1.328785067618525,0.08392934755513437,1.79368503578634,0.7961392871403714,-0.6395681935082806,0.15933564233699327,-5.82294960798711,0.9915775001838808,-0.0965997165399144,-2.462133073676805,0.36381154771355745,-2.279398512360686,1
-3.221255489944542,-2.9384501282626707,-1.867349134151628,3.4488252598186913,-0.29084096689105055,-0.8470649440703707,0.5763904775072904,-0.06709796255501382,-0.5313848604116422,-2.5257663774914283,-0.17249145291044066,0.8352932304490512,1.4917331371739906,0.32196547981476986,0.8574788968039433,-0.9311263865559769,0.15203175784484776,7.047498486122548,0.8190016256056847,0.9333963965103802,1.4954095222591288,1
1.552404928883941,-0.7490021695274296,-2.3219589554067386,4.032190653540146,0.7383738933689732,-2.2353654281498696,0.4931943604025424,0.8829488318770103,1.7035845985526805,0.11820311458990579,0.554632258777655,-0.08777007139867932,-1.2299282057407206,-0.17536865933554335,1.190301782626916,-2.0578564174538956,-0.9779060660545893,3.1628268424485624,5.375029093272437,-0.832495360078352,-1.7676742799381178,1
-0.15098691012911863,-0.2794640654010253,-1.5056499563861951,0.7426388382052507,-0.8979387034941148,-0.319349867617437,0.36520150999006185,1.218564410688899,-0.6558029608265886,-0.5262850599160583,-0.6051183729916412,-0.9161117261389736,0.10950680980440053,-1.0185351793508826,-0.40699373005133627,3.157749735172408,0.06665388099123398,-1.1020941437965985,-1.5380189129703683,-3.280758995710027,-0.2760381655006381,1
0.47933841644661124,0.1622932690882476,-1.2308167486060615,4.067412467650449,0.9055579561945561,0.42027539412546067,-0.8108631993172661,2.780276474859866,1.0963372962497644,-2.5808284848269216,1.1660037221578687,-0.40192591427878754,0.18600398768680154,-1.3632970231580082,-0.29511158509949525,6.077241895203646,0.20219618034600012,-0.23586820525381086,2.96352470003141,0.3995658524632932,1.0685603773310175,1
0.5760073002034592,1.5491430222541047,2.1508596596285647,0.08093212812495998,0.23568417679473475,-0.7161716731082802,0.6416081835308088,2.854724231003278,1.4948546082945837,-4.37169664794673,0.3816911115673909,1.647911425366116,-1.0891214012406065,0.8674711616861266,0.35460028748454475,6.388632100993892,0.013412520999906835,-4.376285338760137,3.6426707672855425,-0.7190701605450982,1.1276656681347448,1
0.7900634166761753,-0.3728792690623241,-2.3123657707810663,3.5719113340885205,1.9797096291316065,-0.20049254693353258,-1.8906875967624641,1.0124122417203603,0.9210229190724097,-0.9786065306050413,0.6107209533222667,-0.1616585026731947,-0.646011681978696,-0.8611873389201314,-0.48325259031459333,3.0431953470906654,0.7618084237592878,0.03297029778746374,0.6981110204262995,0.4395330388264101,0.16671502712982117,1
-0.7645511889282732,-3.41387475078395,-1.476885729229781,8.707419064669045,2.872918154418631,-0.1224686852340592,-0.6014590103677601,0.9085775453149028,-1.7102785869059538,-3.674139128116901,0.5631821852185099,0.5652445787898768,-0.6691770176057051,0.7390087794125003,0.11081070879557536,3.1146961797430905,-0.34586945209974906,4.508233423821561,1.1746761503637235,7.692706994857202,1.7124025697468286,1
-1.2934474669495795,-1.5283623798778168,1.213374964553261,-0.1085568932797103,-1.9718749631009649,1.006589836402621,0.3203222048647597,-3.669370259178478,1.5182148839909102,-0.39684138788209117,-1.0278972049198845,-0.25566334571342186,-0.6134160816385046,-0.1956413808116292,-1.0811237646696412,-1.9373965159407203,0.4586864335096429,-3.453193436361076,-0.5228115628955801,5.4450888109805,2.8447126774631823,1
2.0903102524732566,1.8474602787922985,-2.9225064602334094,1.5372192003544112,-0.4375004093835265,0.8109035918241208,0.7816205291270181,1.722112542991952,2.2168938952817565,-1.0110174362517153,0.010561729986994117,-0.768657942782942,-0.03111446454559519,-0.3683083038742714,0.584219597359613,5.633815705665022,1.2090636987520968,-3.2356785661795464,1.3807974112586716,-2.804736381349067,0.6475682322327663,1
-0.35719091081066945,1.3582600558310058,2.519860020749839,-5.477594027377953,-3.647338700785183,3.3254244923488416,-0.249805351583275,-0.8750490878924655,-1.139032315785792,0.9003477309436545,-0.8861005314422683,-0.35221558779603085,0.08270888250140626,0.6344651110828434,0.49225801714212203,0.5385140027234163,1.734320537334572,-2.6675278675303575,-2.6236613975299012,-0.20883561181153698,0.5379213803111837,1
0.6548003360163135,2.062396826183395,0.8857752990857111,-4.310633590146671,2.1154406434381277,2.178675923904258,-1.431120577392349,-0.4592317416586398,0.6931102775594559,0.2752597463801483,-1.3044422287661646,1.3266969765365415,0.8045506097721916,0.2536476870214862,0.1336616083577734,0.9932843045119777,-1.1279035807892717,-2.9961090797988312,-2.2029502720897116,0.5846066259854328,-1.8891390432524338,1
0.4520636684087881,0.24916810682734233,-2.9432916776777676,-1.0715907722091937,0.258495076768714,-1.6798299210968295,0.6810258102978082,-1.4165281316909901,-0.767935105151446,-0.2902642862874111,-0.08102254045721424,0.9066875689482317,0.1048891150395328,-0.4971954622567967,0.6289344809777394,-0.6435299275218558,-0.1325452478582484,-1.1762080547866534,-5.000202292260622,-4.361245021409535,-1.3784221436439459,1
-0.3525932692037027,1.3670426848642923,-0.47757378711978954,-1.6110235593227613,0.7210121896036719,1.7072933551900191,-0.271327723286791,1.3630179311663169,-1.0038832945914804,-1.1914702074137768,-0.047079037523107714,0.4721653173681317,0.3725227174700301,-0.31461378779580096,-1.2622457038596813,4.083514795945369,0.34588496428290816,1.784199791968993,-2.0695871598382025,0.5901929767310354,-2.560584491320303,1
1.2677311081446245,0.15225335568021034,-3.7668926269003915,6.275561927925125,-0.7113107365914029,-1.2463954904653602,-1.8072866620758943,5.020788509855874,1.8246735252198616,-1.4808044409858052,-0.14967035645115184,0.7115036599868041,-0.9381592860443655,1.5774159371154737,-0.2668680136572179,5.3731736091858675,-1.3363447325292617,2.9340288926322846,7.0076601988880585,-5.472331064164161,-0.10815274199249629,1
-0.06253992973525081,2.7730780909187205,0.8898869773869147,-3.534846247564239,0.7301352073855857,-1.4741171084581708,0.6272160319274667,-0.08727109724974869,1.5307448403995063,-2.606447319267082,-1.057709375863336,0.8273964140714213,-1.1443347599558271,-0.5230195293763877,1.793884465188503,1.298332898785845,0.27162436874654694,-4.292337521472816,-0.6999577088798162,-2.866027053607793,0.13324188468343454,1
-0.7008581110472756,1.2089234280767043,1.0162666181044344,-1.3146287736165885,3.4700223850857395,3.1458949461190207,-0.02656784810169993,1.5829442486230403,0.24730955521844553,-2.1953029908388064,-0.6370068435489242,-0.023573887114381686,0.06349273677973888,-0.4368775403196273,-0.49185978024644506,5.808801507818329,-0.5711552941334697,-0.7774705100785606,-1.519683346972479,2.825167645395884,0.09047567546029989,1
4.396106667598675,1.8714597316099888,1.4546560887894127,0.062157672048047674,2.8726261483947857,-2.3091203191884477,1.20842071607992,1.9041110584704253,-0.43566013215453103,-2.2696627186010563,0.8111252137960485,-0.8008305833362503,0.3438027230045244,-0.3740978899374108,1.1452526692539555,5.409000886355723,-0.49515872914776654,-8.090718593396065,-0.5804426128581885,-1.6823964579141002,3.0906169151366134,1
0.9718134502155067,1.7506734188405375,0.8110641511851301,0.3783915002704219,3.0571616829281694,0.4100600678722964,0.8491830783615189,1.275676701192,1.2973115695814104,0.05264440902296774,-0.03893649831959306,-0.9416611937612086,0.15241424229463296,-0.5151875688254016,1.3692414339422427,2.0694027999116447,0.3070884921619316,-2.502625879321759,1.4175360112303816,1.4124538870726795,1.7497162096658718,1
1.4001880483923548,1.7960002826416608,1.082065403789978,-2.8680750177279357,2.80818450288412,2.7539445527861983,0.678046855594243,2.513687047300387,1.8008704862152607,-2.057686743474896,0.7359323601832499,-0.41410836041227483,-0.36137973509562027,-0.43561739673752103,0.2592179551277446,7.086329657041121,0.3250581009621258,-3.6910609771828913,0.6970531409734086,-0.9076877498521709,1.2072621558609904,1
-2.5461413464588287,-0.8771688764447881,-0.6698466210638517,1.9445826050572697,1.6287671991136718,0.3916929371438045,0.2088957410671341,1.0942876261626582,-1.201253037169919,-0.9215191155718297,0.746388195670164,-1.4233830713819848,-0.2417657971069005,-0.1003617811461174,1.816249184405159,0.8068733143510771,0.6247088154946822,1.491365419589393,-0.8075302776361545,1.149126787613092,-1.301452744059234,1
1.7991375382659096,2.1245171494946145,-1.4943064822817655,-0.09185382229791561,1.6133225721298223,-1.0369540530913683,-0.640222492045619,0.7789037936415737,-0.8315363462686495,-0.47797201616109875,0.3111121905048954,0.1900010985958164,-0.5597108271930404,1.0965747013075802,0.15287573075995597,2.3668113960242514,0.533594478645748,-2.62407530051631,-3.0690001264145237,-2.801213816806734,0.6590474851144046,1
-2.638835145860039,-0.8017683894613836,-1.396402436150773,-1.0011677617847528,1.0854916017334812,0.08874566271102935,-0.31503224004589997,-1.5168223378931656,-1.405873998838601,-0.6121849320979051,-0.5240028815139777,0.7365523689073755,-1.1866660620693215,-0.17879935954950332,-1.6262285171871391,-2.1719909013532632,-0.9811639304670953,4.398950289589612,-4.293048899708853,0.1880212005763048,-3.363582752660114,1
1.6553344849095006,2.818641597452868,1.4906568283482493,-3.163174773764872,-0.8039189098953694,1.0729854680292594,0.09183124660500214,0.1113372257915634,-0.9321396474899537,-2.753728566429195,1.4741164605995725,0.10724657480771962,0.04286684590163549,-0.5949792628310102,1.1482435512650442,3.6678111872937484,-0.5718809192381028,-4.105369394592544,-1.8039175562156449,1.4565559608221834,0.13184805433558525,1
-0.18760402155613842,2.601932338382286,1.6751477338309293,-2.490378443250537,1.3380978811055178,0.8231712665776151,0.6793145910804528,0.45032187257677814,1.1969152102094136,-1.759578177255048,-1.2379863273377434,-0.017731198075755877,-0.9995584633581953,-0.5788807621822174,-1.0534793431945788,2.483026433572353,0.02065260741709979,-2.4631215108704767,0.25123211421206004,1.8161963935630954,-0.001060726614740659,1
-0.38947825838846717,-0.9612830356946267,2.24724749947833,-4.139379051884236,-0.8668426377950084,0.7897399328893284,0.49757461096155525,-2.42691831503204,-1.1878816974425246,2.4870924712364713,-0.6801195920355373,0.9146855909060058,-0.6047511750391827,1.901132391222893,0.21416579416532092,-3.5821368047070345,0.40168258883407437,-1.261851605436326,-3.479988792757391,0.6161859345973832,0.34156421229690037,1
-3.0878665619008014,-0.28715295418269476,-0.7411706536176852,-0.7643382731524955,0.3511140785677101,-0.7379831485675243,-0.33941715821147,-2.5888793785022908,1.3262286080436976,-2.292961644931009,-0.7326546705961823,0.79579261785219,0.3846155570436943,2.13760269126871,1.4503301671062063,-3.011108844339992,-0.3982984822819981,2.492781873763368,-2.070421883776266,-0.39869431953105905,-3.993891917916458,1
1.013400626250588,3.422851636666412,1.4553183458438352,-5.976194426940922,1.1489186296372995,2.399957682513167,-0.15917585192559303,-3.141324362328294,0.46842921858471886,-2.015284308451772,-0.13236007682742934,0.4874592010949662,-0.5494777804065684,0.40303275779266956,-0.0661123377003888,0.25021998849340654,-1.140845141068859,-6.143417890101082,-4.765809759458674,3.775758586984698,-0.5354442557160847,1
0.6584341846504075,1.7112715202484337,-1.1133829904858301,0.6182852142926951,2.4792662584642735,-1.325002900820088,-0.12353723655893378,0.15107184842000893,-0.5118760465092269,-0.915206967011819,0.6783400553906522,-0.3940050579933277,0.33885269215135916,1.4861799191070695,0.26581094820008777,1.1131815122429876,0.1646325827398184,-1.2659639809127046,-2.0995036749033407,0.1488676730947811,0.3493911941670568,1
1.6137125264504024,2.58468396767548,0.053752046334143766,-1.0889610036746042,-1.5179527517538551,1.1443448939621226,-0.4936950264316553,1.6242003818869932,1.172540682216389,-1.5817051670485638,0.8147208325145294,1.1770017800806267,0.5560665240390016,0.7644902083442692,-1.0659953683955201,4.383171127503595,-0.03908102884305609,-4.030558892440777,1.7148068855228416,-1.9125346559991268,0.7624481548621778,1
2.0438067032195204,3.8065247347629243,2.6055704771353403,-7.980663668502249,2.6181972057121836,1.8276190247777333,0.413136756120704,0.38718384349061885,3.4057499816994237,-1.3068819101896698,-0.8438924007126822,-0.6207843888726647,0.5458095606871671,-0.694218643780019,-0.20761143694254502,4.924341575383132,-0.5339693778583225,-8.410145927675991,-0.5248034055058795,-1.1337824840487376,-1.2515210012831033,1
0.7935751811731909,-0.6411551376458209,0.3162647862321488,-0.4144146820723742,-0.539144237979502,2.4254686664543303,-0.007936405047366923,1.8124181099180328,-0.8734330663272456,2.029207075455335,0.02575849799970742,0.5410397115515809,-0.6237218621186467,0.6545600028102498,-0.6968903788612737,1.2394228880801317,0.4485156640600917,2.752048597324673,1.1529228586361566,-0.9798267321500296,-1.35738917624211,1
2.026224916054668,-0.18122757547124702,0.4666860603491415,0.1731723066348519,1.1744044683926587,1.782563770290773,0.045378039446176244,2.44390379056322,0.5440419441426925,-1.2751002388671764,0.29862987974902494,-1.1017372763424274,-0.08566928217886577,-0.5024353823170313,-0.6054524443138923,7.044514362398413,-0.8459966472553254,-2.4397225473617965,1.0802147952492447,0.4387688936347826,0.2388302104233586,1
1.270834967715556,3.082756554188094,-0.5370657357515258,0.6311334355050345,-0.7183970358997162,-1.2854326356229957,-0.008584538180278267,0.7926187848196544,3.2507913577469143,-1.7524392783392837,0.07851950827825552,1.4627250442186883,0.4076494369318525,-1.286819068783718,-0.6192927089023761,2.5012558732876022,0.930596831108993,-7.642729837145162,2.8260566647403484,-3.57515610711013,1.484071825124161,1
0.9072198585990423,1.6155396836236704,2.0589874649798245,1.5510761013970744,-0.08961250440778815,-1.5140361788481396,1.166707364168316,1.481725188480362,1.2647326002083679,-5.631477336699787,0.1934447346216974,1.762860134932738,-0.8407974793748801,0.8838049037204602,0.14097025455861986,4.509389141294352,-0.19825235858751228,-4.623308686416379,2.9249559337081577,-0.6716767871736025,2.1129904894848957,1
1.3423858387249812,-0.31691619245257285,-1.8719391144221476,0.367945762057606,1.106190683200139,-0.6670617220617774,-0.14907054764717953,0.4324376461939258,-0.026807411778253687,-0.2862496521467367,0.26417637659884985,-0.37112883713820644,-1.221489691745371,-0.3349860404634306,0.01510945903694294,2.399655580017963,-0.405180280930583,-1.2830031029544138,-2.5197798908222837,-3.4787438264903776,-1.0741577847689596,1
-2.931723585289961,-0.37574484004360115,-1.654703109556681,-2.5580765962292844,3.677838141280719,-2.1741817485954464,-0.5914731568926692,-4.256925342188335,0.0014602979007697081,-0.027589961851057776,0.38305057299110684,-0.13914994320061547,0.3016547522718401,0.2781936395637298,0.2841224298670204,-6.21302249818497,-0.1610471079507632,1.3120915684896668,-6.530246286134824,0.7391005747012644,-2.499603174935995,1
1.3413687136708592,1.6862732883888945,-3.3296368090577584,2.7745531543198334,1.6503095887941608,-0.17722521093497162,0.6023573912202222,3.6187558482171656,4.115141848907428,-2.3265621686353795,-0.7211624672924765,-1.8379322847572166,0.45198931678929566,0.7444232177736936,-0.685150365527785,7.735487313922091,-0.17537096865266602,-3.474604640930188,4.013744807884041,-4.727897364967815,-0.018815608760702762,1
2.645240989183554,2.4412641374228214,1.2080331188458324,-7.111161423825076,1.2449691857509597,0.19443028094269812,0.3574084234645748,2.3603395741404807,2.564562201771917,1.3420908457435825,-0.9525575594125214,-0.3015891999462963,0.1703588452434791,0.21208273325414823,0.822051758736883,2.7114444913702576,0.6405279316206944,-2.7172469107190267,2.2257284840356033,-6.07518140295105,-2.3331437494782366,1
1.4282764033212687,1.3969083731207768,-0.7305364418495761,-3.1254956198487545,1.2024125059686646,0.21199726678437147,0.19581311630688947,1.046381941090009,0.1984292339872792,1.5924202924163302,0.22230852399986323,-0.8765015471096298,-0.16179471980018278,0.7184517479715059,-0.18627792394342213,-2.095561626490656,0.427783401000832,3.1714190281531978,1.1860867520048841,-3.8365123355985484,-3.5101540637723674,1
1.1508384201322663,2.8204346109218235,0.6916702081299398,-4.985664279550757,1.6273917555848554,3.292960783817634,0.2470609964283963,0.3203320982737258,1.5272113329586452,-0.12112973455405719,1.9114279642691108,-0.12517266374690866,-0.33673348018792404,0.38543101375524885,-2.230575349048065,3.967313913919472,0.12843119449054352,-4.632016323212406,-2.111358176708368,-0.6698811308425111,-0.8993117873945753,1
0.757178074532019,-1.0761818228411129,-6.778415656603245,3.3490297456034925,0.9519547263813851,-2.6182071819617203,-1.6403669076462657,-1.7788146561985154,1.0955592700895238,2.0306696445170154,-0.7758837801068469,-0.19481138356069977,-0.3235943657291935,-1.514446528360451,0.5220380045866022,-1.9168822682478628,0.24496872722314447,0.5991985824865544,-3.6237811446161476,-5.037172994036852,-1.0929229742827338,1
2.7091780676799115,3.912001714593128,-0.2464060307034358,-2.0785700126349176,0.9664383731822042,1.5665331856238611,-2.2799440560367037,0.4167941694046515,2.8356828337772235,-0.6039385661089237,-0.28929619932116823,-2.1342661449832945,0.283643588626579,0.1739631491260184,0.10750624258159563,3.90302065767171,-0.3060861331776541,-7.267512648969188,-0.5387394640596126,-3.3745794763265575,-0.9058295497156214,1
-1.4347117072915554,-1.5668901565981794,-2.5727856065763453,-1.8994448478025467,0.9724741408468627,0.12335680062461107,0.4112049008161121,-3.982623559708875,1.66521983091159,-0.2454191603579714,-0.081591149200822,-0.3048175460435978,-0.7234810200252181,0.3768502398833199,0.013507039592137976,-3.063701418363508,-1.1103577894116503,0.2699896273287148,-4.0572200300427275,0.47372749107121986,-3.6119773747671253,1
1.5825659230376226,1.287585777962322,-1.634246691963041,2.3118692814371,0.9574465268074894,0.3956300020212741,0.8144814769189626,2.3717895587030413,3.0209009822239206,-1.8976110257362095,-0.5924497128335596,0.5425061500806984,-2.436742899300692,-1.4775006858699522,-0.46742019775314025,5.5425438846116,-0.5531564102724891,-2.709506172902557,4.009779935062385,-1.3958433774580945,1.4457271847986548,1
-1.8314608899603289,-0.23823935832053472,-0.2412599530833219,2.299581758700944,3.739132598184311,-2.364133335011699,1.5623245213421468,0.01462842940395706,0.030902338159566167,-2.3288239565304067,0.3252870217128871,0.42279311754000226,-0.8618758491529438,0.4279205841508934,-0.09703529648675818,-1.0158255396189038,1.2843083888045004,2.334978199475507,0.11857468758830922,2.413259613415656,-0.2904505837317773,1
0.2077304321416011,2.6839290915399436,-0.5853560301463512,-4.79397602011565,-0.2703532346020616,0.04569447228750945,1.6937316891660261,-1.2592686410690104,0.4299572690822522,-1.2429669152713951,-0.12087901322467065,-0.178941651121034,-1.1907492864640246,2.3086076265550077,1.1713910454058842,0.4243182084303223,1.1520519552445334,-3.697275704058696,-3.8654349496078746,-3.327776017719677,0.03691685908806974,1
0.6214255713986372,-0.334168482913284,-1.3122824226033878,2.6764413683199435,1.4500467362086948,-1.8225098576534804,-1.281992383309573,0.25481610240268404,1.721359319123472,-1.6265468774886307,-0.944674246186012,1.0181769162809644,-0.5114264714360985,-0.13295048725201575,2.500652315019321,-1.4618290964616956,-0.1749905151999014,2.3734446325460477,4.4183850093561645,1.3425747574063838,-1.7362477185935348,1
0.3098541845221579,-5.516716240039102,-2.4689419863875006,8.814132467667436,-0.5841344627803554,-2.1009760141752687,-0.2716507890092857,-3.2606937054749205,-5.462203057145756,0.028000613814058637,1.2511995676836272,-1.5751259611993258,1.335152365961772,1.0807597994033808,0.5289518352363594,-10.4380308131539,-0.537671748560213,13.144501766789885,0.4901855690218642,8.454208772179895,-0.5561725171306018,1
0.1605711943994083,2.0135500097141645,-0.9646697434176034,-3.0670574899024494,0.8812923230076612,-1.3925354545380038,-0.6718684543252812,-1.5339015349968192,1.4751969180436142,-0.17543250589085047,1.5409865122570854,-0.7730556672858953,-0.04697671059468145,0.9812875579736264,-0.4211552453625447,-0.26096303940633314,0.6426858092651813,-5.053293084797861,-3.5868989948658534,-3.889553543860094,-0.27920683117837514,1
1.7045343947730565,2.1632584728405027,0.4946262116383887,-0.6049180433050114,-1.5339278018649352,0.30555429496675035,0.010975663165730398,3.7033797608659107,0.25191996625237434,-0.9596234856322867,1.337938129602044,-0.36199132347767815,-0.7740692301963985,0.5238167017214205,0.12011841867921698,7.061555024618538,-0.05641665374828924,-5.427292354454565,0.6381899355583927,-6.157342495378053,2.0442483765361654,1
0.21838415859374227,-0.03421802393810097,-3.320195702159838,-0.73486477565861,0.2269151875633627,-0.9070244232445701,-0.2755347067913735,-1.3970306596885638,-0.1288071353315503,0.869194162977716,-1.0755045283415594,1.308971396393685,-0.3938947258403267,-0.08437986675111522,1.2817861716871495,-0.5464834621372014,1.1347912944322542,-0.8152337129862188,-4.689472970171898,-4.233682702649043,-1.4881113515375786,1
