feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
-1.10319,,1.30379,-1.1109,-0.71392,,-0.51922,0.78769,-5.6244,-1.63256,2.81653,-0.25507,,-0.43733,1.60271,,0.2561,-2.99228,-0.1078,-1.18973,4.20331,,-4.84537,-1.02328,,0
-1.47333,-0.57674,1.3575,-2.15381,-1.58226,,-0.36366,-3.062,0.74686,0.19162,0.19892,-0.30039,,0.15907,,,-0.05223,0.06547,-2.03355,,-2.59693,,-1.89682,3.34302,1.51537,0
1.22187,1.9898,0.65509,-1.93034,0.14675,-2.72373,1.49528,1.16846,-3.77137,0.10763,0.2059,0.21886,0.61764,-0.58612,,,-0.79513,-1.15999,-1.41322,1.75856,0.57518,,-3.16043,-4.74652,,0
0.48144,2.10132,4.07323,-7.74632,0.44462,,-0.0059,-0.46322,-2.96649,2.93197,0.17727,1.46997,-0.71064,0.10612,-0.37076,,-0.64916,2.01149,-3.52626,-0.80907,-0.53871,,-4.1466,-1.7675,,0
-0.07942,0.02604,-0.3057,,2.41867,-1.10221,-1.28605,0.80615,-3.60142,4.11968,-0.66786,-0.39092,,-1.54676,,-2.05342,1.7379,-2.1062,-2.14825,,2.71769,1.5803,-5.1619,-3.2348,0.28386,0
-1.7653,-1.88156,3.87208,-1.8613,-0.63297,0.33668,-1.67088,0.40923,1.2745,-2.11804,-1.09307,-0.01856,-2.00418,-0.80046,,-1.15813,-1.57468,-0.38893,0.24611,-0.96176,0.31807,-0.6588,3.98636,1.79407,,0
-0.83669,-1.06071,-0.12864,0.66695,0.72162,-0.35956,-1.60988,-1.86551,-0.14971,1.50971,-0.8903,1.76637,,-0.80657,-0.26584,0.15504,-1.13378,-0.0247,-2.75769,0.96788,0.33137,,-1.73818,2.33346,1.06734,0
1.83458,1.48095,3.87891,-9.44263,-0.71029,2.15687,0.01999,-4.65616,-0.07706,0.48792,-0.40785,-0.53111,-0.56146,1.08045,-1.25819,-2.55418,0.32786,1.44174,-3.88786,-0.00535,-6.31969,,-4.53734,2.8924,-1.37528,0
,1.76635,1.80149,-1.73221,2.54397,-0.68132,-1.07583,0.43985,0.70244,-0.31808,0.31434,-0.12871,0.11638,-1.06957,,,1.5521,0.37557,2.23231,0.24514,-6.24371,,-0.33152,0.07964,2.17214,0
1.88919,2.33916,-0.67375,1.04221,3.04699,-0.73944,0.44057,1.51305,-0.24716,-2.5491,-0.57469,-1.57579,-0.52038,-0.31013,-0.05274,-1.5231,-1.46693,1.8098,5.54255,0.93394,-4.65879,-1.77576,-2.10701,-0.34213,1.64745,0
1.91273,-1.18138,1.41513,-1.88746,0.80662,,1.3681,-1.98075,-1.63812,3.317,0.64711,-0.29986,0.67242,1.62216,-0.64382,,1.88457,-0.40592,-4.88483,1.6197,0.26722,,-1.88476,1.56943,-0.33557,0
3.79943,1.50426,2.53677,-0.31458,-0.0134,,-1.0701,2.40892,-2.88257,-0.64743,-0.19724,2.72785,,1.454,0.75301,,0.94631,-0.57278,0.92123,,-4.03108,,0.54584,-4.4932,,0
-0.245,,-0.66361,1.4863,-2.36553,,1.68777,-1.13167,-1.04854,-1.6848,-1.4911,-0.86091,1.93839,0.54335,0.18182,-2.28618,1.22351,1.15029,3.16667,-0.5388,-0.81599,1.09086,-2.285,3.49648,,0
-1.22608,0.20002,3.53993,-4.08145,-1.80365,1.79812,1.82185,-1.86995,-0.19539,-0.29373,1.35292,-0.21635,,-1.22634,,-0.85606,-1.55429,-0.934,-1.7336,0.30706,-1.72047,,-0.6498,3.44554,0.85462,0
3.49444,0.59808,1.81402,0.9556,1.11127,-1.96276,0.84889,2.3625,-1.5711,-2.32257,0.07914,-1.36376,,0.22449,0.34853,-2.20983,0.27493,0.78102,4.21626,-0.70268,,-1.80845,0.95624,-1.22523,,0
4.90415,3.05592,-2.57853,4.99827,0.59312,,0.63824,3.15087,-1.9522,-3.80577,2.05764,-1.27694,,0.43536,0.15493,-2.10918,1.30866,-0.31948,8.3151,,-6.98738,,-1.48642,-3.59959,3.92318,0
-4.24984,0.41627,-0.383,2.7746,-0.30649,-1.15425,-0.40526,-1.04824,-1.93004,-1.34459,-1.10512,-1.51453,,-0.31324,,0.15124,-1.24726,1.38571,-1.41678,-0.37013,2.64292,,-3.17522,3.37096,2.68451,0
-3.82255,1.1674,1.9809,-1.39479,0.30266,-0.63727,1.24257,1.84977,-3.85381,2.44952,0.04443,-0.74411,,0.33022,0.01924,-1.48432,-0.00154,0.22827,-2.02347,0.09059,4.78954,,-3.43775,-2.56747,1.42854,0
0.38468,1.46805,1.65196,-3.83176,0.52933,-1.38558,-1.42279,-0.0494,-2.14393,0.09548,-0.23921,2.12744,,0.54792,,-2.02566,0.22555,1.57508,-2.01454,0.14532,-0.24211,2.92655,-2.7419,-2.73381,-1.19678,0
1.91824,3.98389,3.99558,-10.51834,1.75419,-2.62421,0.78289,0.89383,-1.98587,2.55786,1.51165,-0.39696,,-1.11032,,-3.01,0.79772,-1.299,-4.69302,,-2.15816,-0.57088,-2.86861,-9.174,-3.16122,0
3.39915,0.85729,1.87541,-0.00344,2.13076,-0.88266,-0.56965,0.36038,1.3201,-1.14507,-0.33684,1.02782,1.69139,-1.11772,,-0.37258,1.03258,1.96957,2.88658,,,,1.55401,1.70289,,0
-2.47772,-0.48543,0.42543,,2.19097,-2.1385,-0.71275,-0.37707,-2.95695,3.82324,-0.73308,0.7075,,-0.50126,,,-1.06414,0.99716,-5.11976,-1.79484,4.18379,,-4.39917,-1.59879,0.78878,0
0.66492,0.25942,2.24376,-3.88698,-2.82681,2.73293,0.27905,-0.35404,-1.82902,1.73705,0.24412,-0.83453,,-1.89195,-1.47743,-1.93445,-1.16915,-0.2969,-0.0605,-0.5226,-1.06936,0.31332,-1.86875,-0.13614,0.22024,0
-0.05992,-2.7274,-0.48604,3.91957,-0.46224,-0.17534,0.03713,0.18513,-0.92986,3.33326,-1.38367,0.8316,0.09449,3.01694,1.2588,1.99511,0.67517,-0.43991,-2.61113,-1.51639,3.91553,,1.70247,1.55852,1.41761,0
-3.43266,,-2.60468,3.30249,-0.45453,-1.02538,-0.18223,0.30514,0.86792,-0.99122,-0.54819,-0.78963,,1.8089,-1.34213,0.10614,0.95246,-0.93331,-0.5955,,5.44115,1.13633,1.18515,-1.42324,,1
,1.15686,4.54733,-3.15061,-2.56945,3.07117,0.76973,4.1874,-3.55059,2.2316,-0.59306,0.03505,-0.42516,0.34314,-0.70461,-0.93336,0.4043,-1.00813,2.69753,0.24438,1.95969,0.43613,1.49665,-2.19375,,0
-3.58749,-0.64056,-0.64313,-1.04529,-1.91243,1.08744,0.66141,-3.00657,1.93011,0.39973,0.58211,-0.45615,,0.18527,,-4.55828,1.93581,-1.40998,1.1319,0.57898,-5.25642,,-4.71178,0.60431,,0
-2.60237,-2.3518,0.91655,1.30094,0.78832,-1.21688,0.94753,-2.44658,-0.28702,1.03979,0.13571,-0.43312,,-1.10894,,,-0.10263,2.53065,-4.93771,-1.83801,2.55884,,-0.7915,4.16417,1.19321,0
1.91742,-4.57415,-0.50997,2.54601,-5.99399,,0.59786,-0.89617,3.69961,0.35731,-1.63278,1.39278,,0.52947,-0.4369,,-0.83959,0.20781,5.93589,-0.73993,-4.62753,,4.79156,3.85625,2.30223,0
1.46877,-2.16992,1.4831,-1.00633,-3.19036,3.56154,1.04727,-0.94711,0.57728,0.41351,1.01587,-0.20759,0.98952,0.17193,,,-1.41164,0.11715,2.9733,,-3.83294,,0.42714,2.55409,,0
,-1.06886,3.37522,-3.63873,-2.26271,1.60729,-0.25024,-2.03207,-1.75054,0.28969,-1.00515,-1.39092,1.29055,-0.34452,0.11381,-2.26669,-0.61326,-0.22372,-2.31386,,-0.41134,,-1.99516,2.99979,0.43891,0
-0.63476,1.05756,0.99358,-2.64172,-0.04541,,-0.94296,-0.88247,2.32463,-0.90397,0.02106,1.44894,,1.42588,-2.5154,,0.85289,1.02302,-0.69954,0.32565,-2.35034,2.36066,1.35108,0.037,-0.37058,0
-1.80803,0.98641,-1.65703,,5.2915,4.9222,1.18493,-2.56811,3.32786,-1.34487,-1.05795,-0.25442,,-1.97182,,1.7006,0.31206,-0.87267,4.68289,,-3.6421,,-3.95148,10.22381,1.51982,0
0.91939,1.98754,2.72682,-4.95746,-0.39488,-2.05688,-0.18086,0.78721,-1.43292,1.61834,0.41491,0.23939,,1.27858,0.44291,-0.76513,-1.82882,-0.11329,-3.58854,,,1.61859,0.02101,-5.06624,-0.87618,0
-0.19707,-3.02506,2.85264,4.3772,-3.79777,-3.98023,-0.17908,2.83352,-5.3053,-0.88469,-0.04835,1.15429,,-1.08989,2.19015,-1.65048,0.96491,-0.78546,-1.6229,1.85573,5.32644,,3.22515,-1.77937,,0
-1.36807,-3.10805,3.53891,1.6717,-0.0751,,0.31853,-1.07312,-4.41803,1.33851,-1.88247,0.07193,,1.80017,,,-0.86241,0.58627,-4.3914,-0.55172,4.21896,,-1.56591,5.64101,2.46196,0
1.85038,0.12365,0.18239,3.03031,0.20046,-1.37354,0.21659,1.58139,-1.29345,-2.55534,-1.22881,-0.08576,0.8872,1.25392,0.28597,,-0.82339,0.4734,3.93714,,,-0.79365,0.52963,0.46232,,0
2.66782,2.15501,-0.03177,-0.11856,3.13842,,-0.44937,0.45611,-0.31707,-2.04269,1.02677,0.0034,,-0.54743,-0.3781,-2.06083,-0.98385,-1.44393,5.59686,-1.00997,-6.35527,1.53054,-3.35881,1.58769,,0
-2.90609,-1.18548,-2.79939,-2.6755,2.55041,,0.52765,-5.23711,3.17333,-0.22092,-0.24543,0.206,,-1.29179,,-0.89307,-1.03727,-0.7006,-6.51899,,,,-3.868,-0.04826,,1
0.13084,,-0.13457,1.99922,-3.84586,3.16886,0.22164,0.07753,1.04859,2.84908,-1.38162,1.22411,,0.53955,,,2.08244,0.58749,0.61606,2.92207,1.45468,0.55736,3.40998,1.23153,0.97723,0
1.22595,0.77671,1.26284,-0.70761,0.86778,-0.97532,1.23813,2.05441,-4.2031,-2.11776,-0.24772,-0.46522,,-0.94047,,,-0.83805,1.92826,3.06293,0.05621,0.22039,,-3.35714,-2.04152,-0.37586,0
1.0615,1.56415,-0.73164,2.7919,-2.55084,,0.69314,3.21759,-3.27754,-2.96649,0.06099,1.06791,0.07173,1.16613,,-1.48651,0.62373,-0.629,2.58575,0.49235,0.7423,-0.14435,0.66689,-5.61097,0.97469,0
,-4.12172,1.21287,2.10325,-1.53621,0.80695,1.74073,-3.91679,3.41362,1.06618,0.09341,0.10289,,0.68402,0.59675,,-0.30817,-0.14196,-4.52123,-2.61574,-1.21416,,4.98008,7.94059,,0
-0.70228,-0.02461,0.92854,-0.45426,-0.18553,,-0.53973,-0.67238,-1.68356,0.34842,0.06898,1.58518,,0.61446,1.09609,0.88592,-0.32501,1.13056,-1.95769,,2.37877,,-1.12566,2.59545,-0.32397,0
0.63493,-1.37624,-0.77257,0.57355,1.10006,0.23281,1.08503,-1.19549,-1.11206,2.13433,-0.31325,-1.04158,-0.41071,-0.06579,,-0.10297,0.81184,-0.53252,-2.15568,3.00735,1.52925,,-2.24121,1.21565,,0
2.5145,1.67692,-1.57821,5.14961,3.50725,0.4626,-0.08727,1.47412,1.5122,-3.50413,-0.4906,0.2519,,0.00551,-1.19553,0.35128,-0.24199,-1.50227,8.83154,,-6.94942,,-0.10484,4.27799,4.4694,0
-1.57033,-2.27925,2.59873,0.95979,-0.11756,,-1.79042,0.48022,-3.48817,2.60995,-0.02455,1.35382,-1.63841,-0.92394,,,0.58281,-0.37797,-5.38115,,7.39449,-0.53134,0.98693,2.15793,-0.10009,0
,-0.39698,1.94904,1.58602,1.19744,-1.89182,0.14335,0.18207,-2.15131,0.20333,1.28395,0.86514,0.01405,0.11825,-0.49443,,-0.37662,0.18582,-0.65376,1.65802,-1.66108,,-0.2359,2.19833,2.87212,0
0.22737,0.52106,0.10394,2.8626,1.67641,,0.57663,0.72719,-0.88966,-0.63075,1.75691,-0.85013,-1.24597,0.03404,,,1.65743,0.91074,1.22696,,-0.62313,,-0.26931,2.13131,,0
2.32478,1.04485,-0.87265,,-0.81493,-2.40343,0.20343,0.97119,-2.10961,-1.71674,0.01196,0.06444,,0.58559,1.14284,,3.10273,-0.85268,2.46492,-0.38958,-2.91432,-1.0122,-1.09592,-1.18499,,0
-4.62865,-1.8479,-2.03852,5.09146,2.11847,-2.31221,1.19903,-0.29039,-2.68928,0.38932,0.18341,0.4294,1.57113,-0.38816,,-1.01044,0.09649,-0.87067,-1.99571,-0.92716,6.15529,-0.384,-4.3065,1.43298,1.50244,0
-1.37404,-1.25124,-2.73134,4.96075,-0.92,1.49329,0.41133,4.059,-3.46763,2.61063,-1.29939,0.2096,,-0.66648,,-1.33319,,-0.08255,4.2535,-0.84935,,,-1.75754,-3.77616,0.8176,0
1.17445,-0.40918,1.56071,-3.26215,-0.9777,1.75686,0.05774,-4.49481,0.79903,-1.51974,1.39828,0.74097,-0.8032,0.11606,1.47584,,1.18955,0.75953,-1.98772,0.20412,-4.51525,,-2.12342,6.23522,,0
-3.36602,-1.1631,0.65866,-0.09682,1.88351,3.43701,-1.50757,-2.9501,-0.9087,1.08606,1.85394,-0.1225,,0.40474,,,0.20853,-0.83872,-2.06279,-0.04015,2.95957,0.33113,-4.36145,8.6007,,0
2.69222,0.77163,0.75362,2.60295,2.16441,-2.05017,-0.85022,1.0371,-1.52342,-1.00431,-1.8256,-0.07973,-0.30578,1.00629,,-0.22133,-0.29849,-0.37589,2.13847,,-3.33277,-1.0605,-0.39768,1.46115,,0
-1.17161,-2.17408,1.77489,-0.13605,-0.61874,,0.70724,1.49743,-2.70901,2.87668,-0.93375,-0.61419,2.75076,-1.05282,0.80312,,0.91743,-0.42398,-2.12479,,6.42915,-0.94716,0.66627,-0.2246,-1.11774,0
0.59893,2.23849,2.98298,-5.57526,-0.19383,1.71277,-0.62898,1.95631,-3.84666,3.25587,-1.02768,0.4325,,0.46234,0.45672,,0.75557,1.56357,-0.45434,1.20413,1.15808,-0.74772,-3.43308,-3.78009,-0.6645,0
-4.52993,-3.44427,-1.82429,7.49259,0.93764,,-0.26461,0.69867,-2.62197,-0.08795,0.34286,2.35521,,-1.18687,,-0.1637,0.77105,-1.20919,-0.67648,0.77165,7.78245,,-1.39168,2.81358,1.91798,0
-0.30932,-0.19773,-3.21698,-0.82244,-0.58308,1.15379,0.45667,-2.89686,-2.85185,-0.21632,-1.00955,-0.29565,-0.34535,2.06659,-1.74492,,-0.79991,0.66337,-2.46154,-1.3822,,,-6.80688,0.9849,-4.13006,1
5.22523,3.04402,2.03522,-2.85401,2.51938,-2.72645,0.77429,2.48697,-2.05726,-1.90644,-0.27376,0.81676,,-0.4893,-0.59818,-4.44903,0.50001,-1.63572,4.74636,0.18471,-7.8104,,-2.22926,-5.13326,1.38669,0
2.17318,1.81329,0.81009,-1.13038,-0.35687,-1.87926,-0.24445,0.3649,2.24609,0.7129,-1.09293,-0.79187,-0.94992,0.68829,,0.94046,-2.1084,-0.89771,-0.23938,,-5.46796,0.04583,2.85515,-2.81401,2.24517,0
-1.00669,,2.80522,,1.99355,-0.46033,-0.51173,1.8687,-2.69343,-0.49003,-2.53284,1.72947,,-0.91002,0.35938,-1.42691,-1.13747,0.06981,0.58756,,2.55846,,-0.71634,0.68952,,0
0.64265,2.34336,0.98908,-2.80301,0.0371,-2.22073,-0.50927,1.56513,-3.14182,-1.59421,-0.78495,-0.62116,,0.43951,0.64929,-2.86839,0.1793,-1.07913,0.41326,-0.62514,-0.05712,,-2.79039,-4.98244,-1.25069,0
1.90775,-0.05526,2.95713,-0.25259,2.04226,,0.13992,2.04519,1.1013,-0.33711,-1.08836,0.09677,,-0.98502,,-0.01347,-0.4475,-0.33649,1.90863,0.23947,-3.08303,,3.96151,-0.24792,,0
,1.28237,2.63345,-1.95542,2.96347,-0.31161,0.71164,2.10075,-0.86797,-1.37286,-0.03198,1.05901,,-0.1561,,,-1.47035,-1.72494,3.04793,,,,-0.33474,-0.56783,0.44725,0
-0.72204,1.88672,-0.36359,0.29947,1.78664,0.98123,0.82258,1.66431,1.73722,-2.55198,0.66754,0.29204,,-0.56211,,0.311,-0.75437,0.03112,4.90608,-0.04717,-1.83617,,0.83999,0.2887,,0
1.15149,-2.09701,2.11947,-2.31998,-3.35271,3.57585,1.34905,-2.70143,1.70599,-0.30685,-1.00832,-0.10458,,1.47298,-0.05417,-1.02676,-1.50908,-0.27725,0.50563,-0.38958,,,1.32171,4.89097,0.67133,0
-0.64491,-1.8459,-0.3421,5.40158,-1.08083,,0.24139,0.49509,2.00187,-4.14107,-0.55291,1.90415,,2.15395,-0.82746,0.78145,-0.43604,-1.34247,4.682,2.09161,-1.51357,,4.20954,4.77036,2.72139,0
-1.50312,-1.24305,-1.18558,3.3094,0.91784,-0.50742,-0.05082,0.02592,-4.03364,-0.79373,0.11661,-0.42886,,-1.47176,1.46458,-2.4901,-0.13669,0.63922,0.95358,,3.43147,,-5.14797,1.84174,0.78362,0
3.10892,2.81906,3.36643,-5.88124,3.34532,,0.27216,1.18463,0.13392,1.66796,-0.89555,2.15967,,0.49387,,,0.29766,-0.58075,-1.05355,,-4.46554,,0.05267,-3.86712,-0.37389,0
,1.09502,-0.6264,,1.38213,-0.9928,3.07593,1.01439,-1.04662,-0.64495,-0.05663,-1.82267,,0.30714,-2.75678,1.72997,1.14237,0.48089,1.9339,-0.9177,,,-0.11304,2.39967,3.1672,0
0.58604,,-0.98556,0.4326,2.78526,-1.28907,0.18868,0.01604,0.15622,-1.12704,0.4862,-0.58446,,0.02591,1.21822,-0.48512,1.87455,0.68511,1.16149,0.4483,-1.70178,,-1.86944,-0.28231,-0.01182,1
2.46438,-2.45055,-0.24437,-0.44617,-1.01819,,0.73794,-1.23841,-1.01702,-1.0587,1.33552,-0.699,-0.66878,-1.30805,,,-0.58254,-0.27742,4.38463,,-2.94915,-1.41808,-3.1696,2.73359,-0.7258,0
-3.46685,0.33775,-1.37671,1.06133,4.5657,-3.12673,0.01297,-0.3757,-4.53359,1.35225,-0.29565,1.57639,1.46824,-0.52555,-0.01209,-3.1647,0.68703,0.48815,-2.95003,-1.10211,4.65902,,-8.87165,-1.44931,0.22622,0
-0.98783,1.58141,3.41371,-6.26851,-1.67251,2.16933,-0.24481,0.55532,-3.22881,1.73791,1.04739,0.61842,0.63553,0.17116,-0.99662,,0.53198,1.98166,0.62814,-1.80414,-1.23684,,-4.94708,-2.70883,0.58697,0
0.08013,0.38054,0.40779,-2.14317,2.70267,-1.25764,-0.18767,1.53528,-4.11137,6.29418,-0.18185,-0.54107,,1.68757,,-2.32102,-0.15736,-0.96914,-3.48918,-0.25067,3.47594,,-5.3581,-5.84592,-0.10979,0
1.39994,1.38029,3.3684,-5.75926,-1.96973,2.07669,3.49321,-1.17253,-1.67408,2.09815,-0.4126,1.87877,-0.42465,-0.00366,1.5048,-0.1117,-1.31774,-2.13164,-2.90275,,-1.38828,,-1.33593,0.78442,-0.42975,0
-0.34155,,4.11502,,-0.85521,,-0.83493,-0.98364,-4.05841,0.18345,0.78031,0.74878,1.28478,-0.47438,,1.72982,0.37255,-0.16508,-5.23562,,,,-2.01224,3.06003,-0.57532,1
2.4391,0.99643,2.17361,-1.72403,4.02483,-0.1196,0.95432,1.13958,-4.71793,-1.94053,-2.31184,1.07323,-0.68083,1.01998,-0.27015,-5.17144,-0.67491,0.31536,4.23541,1.22729,-2.64873,-0.06403,-6.54123,1.06781,,0
4.67073,1.85792,2.05524,-3.87377,1.61522,,-0.47875,-0.45287,-1.84635,-0.2066,0.94832,0.05241,,1.12495,-2.01509,,0.31396,0.5444,1.61825,1.25847,-7.52772,,-3.98819,-1.40904,,0
-2.89212,-1.45307,-0.52939,2.69881,-0.47651,0.11811,0.57337,0.72997,-2.6551,0.78525,-0.8267,0.28921,-1.51189,-0.40122,0.5117,-1.71696,-2.22518,-0.85794,0.36281,,4.15077,-1.28384,-2.70543,0.32178,1.41263,0
-2.8786,-0.33482,0.98037,0.9779,-2.41678,,-1.17301,-0.10273,-2.49529,-0.52853,1.12655,-1.21369,,0.21929,0.64774,-1.91852,0.82509,0.17693,0.67914,,1.38184,,-2.58034,1.83272,2.6593,0
-2.86201,-1.24448,-1.1998,4.56731,2.03442,-1.83529,0.50512,3.37212,-6.45301,2.78802,0.23138,-2.87176,,-0.36477,-0.90863,-0.98057,-0.94781,-0.54329,-1.28439,,10.53278,,-4.12394,-2.76345,0.00108,0
0.05754,-1.09657,0.61801,,-1.08945,-2.76969,-0.04653,1.92652,-3.11059,-0.80249,-0.69767,1.00792,,0.44895,,0.32287,-1.82133,0.83715,0.25019,,2.42997,,1.56546,0.60373,3.31008,0
0.37802,-0.52994,3.31021,-2.83475,0.16999,,-1.41979,0.63983,-3.10362,-0.18417,0.88162,-2.0646,0.1526,0.87469,,,-1.47278,-0.50564,-2.02617,1.24901,1.19603,,-1.09345,-1.76919,-0.70912,0
-0.45968,-2.83894,2.48608,-0.73123,-0.648,0.48671,0.73599,-1.77667,-0.28305,2.27905,0.40521,-0.05129,,-0.44955,,1.00107,0.0844,0.46017,-4.89444,0.19348,2.37422,-0.20855,1.63352,3.65712,0.047,0
,,3.39053,-2.72875,-4.91334,3.00786,-1.61176,-1.77117,1.99949,1.67042,0.21148,-0.92505,,-0.15943,0.75798,-0.65773,0.8083,0.21113,-0.64236,0.54838,,-0.77585,2.68484,2.77735,3.31661,0
1.04169,-0.02277,0.98239,-2.92893,-1.93264,2.048,-0.20832,-2.0662,-0.13692,1.44586,-1.29513,0.4559,1.50348,-0.87806,0.25823,-1.55427,-1.24467,0.61023,-0.63784,1.14795,-3.43343,-0.97834,-2.30944,1.2975,,0
3.00397,0.63996,-2.64671,,-1.85459,-2.77233,0.57892,0.29067,-4.39854,-2.67635,-0.54027,1.74631,,0.77061,,,0.0988,1.5215,3.60232,0.58337,-3.0621,,-4.53184,-0.65423,3.39965,0
3.41535,3.01429,-1.29116,0.91616,5.372,,-0.9347,0.66817,0.97475,-4.09512,1.19682,0.43581,,0.29506,1.13143,-2.67155,0.23647,2.38684,10.24949,0.23081,,-1.89028,-4.58131,3.35636,2.46596,0
1.03674,2.34509,3.67495,-6.7453,0.71377,-0.47822,-0.98876,-2.46953,-3.2161,2.31608,0.70841,0.00676,,0.66646,,-0.10974,-0.50212,-0.12169,-6.75456,0.69899,-0.62858,-0.69424,-4.49706,1.11612,,0
1.30733,-0.27475,2.73394,,1.50481,-0.6912,-0.61301,0.46721,-0.03819,-0.23162,-0.7519,0.19581,0.3911,-0.87418,-0.45238,-1.18424,1.73764,0.52779,0.80609,-1.30419,-3.03088,,0.90514,1.09976,1.86561,0
0.61509,0.59014,-0.38322,,-1.76315,-3.49126,1.74931,1.67041,-2.64918,-0.4864,-0.39236,-1.40438,0.01045,-0.74671,,,-1.28341,-0.74562,-0.88544,0.76018,1.58722,-0.50629,1.23374,-2.11498,2.37505,0
-0.77964,2.46138,1.7394,-2.29954,2.72479,,-1.11473,-1.60279,1.71217,-3.6538,-1.07458,-1.13831,,-0.40335,-0.24305,2.02932,-2.20957,-1.50769,-0.87532,-0.08505,-2.47957,-0.33057,0.32428,4.52214,-0.43481,1
-0.95984,0.42847,-1.70279,0.41627,2.35806,-0.97981,-1.99614,0.66375,-5.55549,2.0329,-1.16459,1.62371,,-0.06972,1.4764,-2.36818,0.52445,-1.8092,-1.64969,0.84694,5.66428,,-7.66127,-2.49493,-1.65995,0
2.1788,,-1.88764,1.58756,-1.13763,-3.89441,0.17608,0.82747,-3.20491,-0.33992,0.02692,-0.55646,1.04403,-1.107,0.90719,-0.5911,-0.55874,0.32356,-0.30074,1.57161,-2.04782,-2.52758,-3.17894,-4.76927,,0
-2.27566,-0.87515,2.87472,-1.22557,1.8887,0.3993,-2.35675,1.24145,-2.93197,0.18292,0.91801,-1.14858,,-1.89102,,,0.23495,-0.99952,-1.07043,,5.0705,-0.04345,-1.2546,1.52365,-0.92048,0
2.13622,3.60735,-1.026,-2.70928,1.12425,-1.80878,-1.21684,1.39026,-2.88658,-0.08936,-0.76775,1.33963,,-1.39806,,,-0.25944,-0.05658,0.79661,1.20021,-1.25483,0.66424,-4.5739,-6.1328,-1.5901,0
0.02458,-1.82299,0.62406,1.74372,-4.4095,3.09934,-0.23375,-0.3673,-0.51214,-0.48346,1.79908,-0.18098,1.41029,0.7402,0.51381,,0.50285,1.40441,2.05351,-1.28227,0.11917,,1.65082,3.84382,1.63286,0
0.27365,1.0846,-2.39015,4.41264,0.79314,0.26884,-1.58197,2.34774,1.88238,-3.03415,1.07748,0.74382,,0.34156,,,-1.08812,-0.93674,6.30942,,,0.40938,2.59649,0.23815,1.20057,1
3.98924,1.17957,-2.74845,8.67586,0.80743,-2.05682,1.0871,1.40584,-1.13957,-3.76618,-0.73517,-1.10293,,1.12738,,,0.28791,0.75517,7.79004,,-6.70549,,-0.67071,3.28408,6.4182,0
-1.48361,-2.40095,0.71675,0.45075,-3.30071,2.8603,-0.76784,-1.45851,2.17079,0.27728,2.74374,-0.95663,,0.16264,1.48553,-0.7887,-0.24726,-0.31614,1.26933,0.58962,-1.82186,,1.77214,3.27505,2.05727,0
4.85381,1.62988,5.77329,-6.39267,-0.20867,-5.37752,1.98696,3.34946,-2.56947,1.87091,-0.83314,-0.75657,0.09515,-1.73042,-2.4209,-2.965,-1.98982,0.21061,-3.36409,-0.18856,-3.17176,,3.3272,-10.33146,,0
-2.53882,4.83274,2.92058,-10.15972,1.98306,,-0.77022,-2.42911,3.28256,-1.35488,0.14458,0.71268,,-0.18492,-0.38576,-2.87521,-1.11819,1.12489,-1.75905,0.56975,-7.49189,1.55811,-3.72134,-2.90299,,1
-2.8061,0.77762,1.65685,,1.92154,-0.83516,0.72772,-2.52546,1.31365,-4.13029,-0.99606,-1.15848,,0.96573,-1.03396,1.23202,-0.17146,0.38879,-3.04231,0.40871,0.95536,-0.40198,-0.05613,4.69964,-2.37004,1
-2.49443,-3.22458,-0.49647,7.59591,-0.87747,0.34435,1.49849,-0.31598,-2.36764,-1.84068,-0.11526,1.17586,,0.67775,-2.80532,,-0.41702,-0.37527,1.13176,,4.36411,0.49133,-0.01128,7.77828,3.39245,0
1.56061,,1.24211,-0.46084,-0.02239,,-0.83581,0.69264,-2.49019,-1.12237,1.19699,0.49514,,-0.76855,-1.00876,-3.30791,1.60149,0.56824,1.32013,-0.07422,-2.07171,,-2.05485,-1.70229,,0
-0.52531,1.64726,-0.99448,0.87172,5.35255,2.24564,-0.49151,0.54659,-1.05785,-1.36556,-0.49529,-0.61357,0.61536,0.18992,-0.3017,-0.7294,-0.10274,-1.13167,4.92569,-0.01171,-0.57189,,-5.26009,4.18291,0.27063,0
0.55507,1.59385,4.73737,-7.40225,-1.03967,-4.12747,0.31981,2.47877,-3.68997,2.4095,0.32542,-0.5789,,0.60633,-0.85095,-2.68659,-0.25772,-0.0406,-6.06095,-2.02474,,-0.44151,0.57242,-10.17918,-2.68839,0
1.64015,2.58244,0.13495,-1.10015,-1.68804,1.14472,-0.36979,1.60811,1.15244,-1.64302,0.9179,1.30336,0.50416,0.58605,,,0.85219,-1.23567,4.34086,0.08837,-4.05806,,1.84374,-1.84595,0.80435,1
-1.11986,,-1.1688,2.91884,0.33826,,0.87087,-0.41804,-2.13965,1.57272,0.13179,-2.26096,,1.75602,-0.05531,-1.66864,-1.7374,1.07523,-0.7582,,,,-2.81381,0.99872,0.59463,0
